INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2330', '2021/01/04', '39489959', '21127581248', 530.000000, 540.000000, 528.000000, 536.000000, 6.000000, '33316')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/07/21', '12111113', '8488282401', 681.000000, 716.000000, 678.000000, 716.000000, 45.000000, '17765')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/07/22', '8431314', '5978930945', 718.000000, 721.000000, 701.000000, 705.000000, -11.000000, '13524')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/07/25', '6110219', '4223766558', 695.000000, 698.000000, 687.000000, 688.000000, -17.000000, '9838')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/07/26', '5427846', '3701689388', 679.000000, 696.000000, 675.000000, 681.000000, -7.000000, '8674')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/07/27', '6722762', '4488695451', 661.000000, 677.000000, 660.000000, 677.000000, -4.000000, '10404')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/07/28', '4804152', '3290719574', 693.000000, 693.000000, 678.000000, 682.000000, 5.000000, '6467')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/07/29', '7074682', '4872385537', 690.000000, 702.000000, 676.000000, 683.000000, 1.000000, '9012')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/08/01', '6498892', '4472860515', 684.000000, 696.000000, 674.000000, 694.000000, 11.000000, '7550')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/08/02', '6232318', '4222708403', 679.000000, 690.000000, 672.000000, 683.000000, -11.000000, '9906')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/08/03', '3594609', '2460950569', 685.000000, 689.000000, 678.000000, 686.000000, 3.000000, '4366')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/08/04', '3502217', '2400403315', 689.000000, 692.000000, 680.000000, 684.000000, -2.000000, '4765')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/08/05', '7340789', '5219518437', 700.000000, 717.000000, 698.000000, 717.000000, 33.000000, '12241')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/08/08', '5124852', '3649872758', 713.000000, 720.000000, 706.000000, 709.000000, -8.000000, '6351')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/08/09', '5387167', '3754373108', 702.000000, 706.000000, 690.000000, 694.000000, -15.000000, '9829')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/08/10', '6662101', '4484571966', 677.000000, 680.000000, 668.000000, 668.000000, -26.000000, '17814')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/08/11', '9463374', '6325345090', 670.000000, 676.000000, 663.000000, 670.000000, 2.000000, '14321')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/08/12', '4506950', '3060275976', 674.000000, 684.000000, 670.000000, 684.000000, 14.000000, '6233')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/08/15', '5002381', '3506716189', 688.000000, 709.000000, 686.000000, 706.000000, 22.000000, '8815')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/08/16', '5593958', '3974041901', 709.000000, 717.000000, 705.000000, 706.000000, 0.000000, '7766')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/08/17', '4721071', '3320164382', 707.000000, 711.000000, 699.000000, 703.000000, -3.000000, '6859')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/08/18', '4254484', '2971144776', 702.000000, 705.000000, 691.000000, 702.000000, -1.000000, '6460')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/08/19', '4994714', '3478798083', 701.000000, 701.000000, 693.000000, 693.000000, -9.000000, '7440')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/08/22', '5870198', '3973404879', 682.000000, 683.000000, 672.000000, 672.000000, -21.000000, '15594')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/08/23', '3574827', '2407108308', 668.000000, 679.000000, 665.000000, 676.000000, 4.000000, '4946')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/08/24', '4170803', '2803517395', 680.000000, 683.000000, 667.000000, 667.000000, -9.000000, '7093')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/08/25', '3040907', '2041802169', 670.000000, 677.000000, 666.000000, 670.000000, 3.000000, '4646')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/08/26', '3037313', '2070387424', 679.000000, 687.000000, 675.000000, 678.000000, 8.000000, '4711')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/08/29', '4913425', '3215400550', 657.000000, 659.000000, 651.000000, 653.000000, -25.000000, '13480')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/08/30', '4614677', '3015642116', 653.000000, 660.000000, 648.000000, 657.000000, 4.000000, '7434')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/08/31', '4275779', '2838527637', 655.000000, 671.000000, 652.000000, 667.000000, 10.000000, '4903')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/09/01', '7390933', '4814941577', 655.000000, 661.000000, 643.000000, 648.000000, -19.000000, '16299')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/09/02', '10901940', '6885087505', 640.000000, 645.000000, 620.000000, 620.000000, -28.000000, '28323')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/09/05', '5910336', '3716454019', 616.000000, 637.000000, 616.000000, 631.000000, 11.000000, '7528')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/09/06', '4176482', '2636271162', 633.000000, 636.000000, 627.000000, 629.000000, -2.000000, '5094')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/09/07', '5355654', '3307014339', 620.000000, 625.000000, 609.000000, 619.000000, -10.000000, '10027')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/09/08', '3442261', '2141104520', 622.000000, 626.000000, 617.000000, 623.000000, 4.000000, '5104')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/09/12', '5127405', '3244893742', 634.000000, 642.000000, 626.000000, 627.000000, 4.000000, '7154')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/09/13', '4689244', '2948386712', 631.000000, 636.000000, 625.000000, 626.000000, -1.000000, '7183')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/09/14', '6259768', '3827891515', 603.000000, 617.000000, 602.000000, 615.000000, -11.000000, '10142')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/09/15', '3853962', '2373197309', 611.000000, 620.000000, 611.000000, 616.000000, 1.000000, '6490')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/09/16', '8391808', '5065647703', 607.000000, 611.000000, 600.000000, 600.000000, -16.000000, '17740')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/09/19', '4322884', '2617168057', 606.000000, 611.000000, 601.000000, 604.000000, 4.000000, '5916')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/09/20', '3254305', '1972905814', 607.000000, 611.000000, 603.000000, 605.000000, 1.000000, '4313')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/09/21', '4364075', '2645701239', 610.000000, 610.000000, 601.000000, 605.000000, 0.000000, '5915')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/09/22', '5723804', '3391233925', 598.000000, 600.000000, 587.000000, 591.000000, -14.000000, '12780')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/09/23', '4343315', '2536553260', 591.000000, 594.000000, 580.000000, 580.000000, -11.000000, '12203')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/09/26', '5278826', '3010560602', 573.000000, 576.000000, 564.000000, 569.000000, -11.000000, '12527')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/09/27', '4472787', '2544556730', 571.000000, 574.000000, 563.000000, 568.000000, -1.000000, '6226')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/09/28', '7440529', '4142357736', 572.000000, 576.000000, 545.000000, 545.000000, -23.000000, '14559')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/09/29', '8115892', '4468973424', 558.000000, 563.000000, 540.000000, 543.000000, -2.000000, '9434')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/09/30', '5860219', '3187075770', 536.000000, 554.000000, 533.000000, 551.000000, 8.000000, '7393')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/10/03', '3271406', '1795428707', 543.000000, 556.000000, 541.000000, 548.000000, -3.000000, '5224')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/10/04', '4517792', '2567702944', 564.000000, 573.000000, 564.000000, 573.000000, 25.000000, '6655')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/10/05', '9728323', '5836284535', 596.000000, 608.000000, 592.000000, 599.000000, 26.000000, '12235')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/10/06', '7405325', '4377251228', 603.000000, 604.000000, 585.000000, 587.000000, -12.000000, '8362')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/10/07', '6707924', '3825743283', 581.000000, 582.000000, 564.000000, 566.000000, -21.000000, '10266')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/10/11', '8122275', '4503449251', 546.000000, 565.000000, 541.000000, 553.000000, -13.000000, '9540')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/10/12', '6851051', '3765707696', 557.000000, 557.000000, 541.000000, 549.000000, -4.000000, '7869')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/10/13', '7943988', '4333873285', 550.000000, 554.000000, 538.000000, 544.000000, -5.000000, '7710')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/10/14', '9366120', '5394386932', 562.000000, 588.000000, 559.000000, 585.000000, 41.000000, '11763')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/10/17', '6597059', '3775192174', 568.000000, 580.000000, 565.000000, 578.000000, -7.000000, '7788')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/10/18', '6538834', '3820470278', 593.000000, 595.000000, 576.000000, 588.000000, 10.000000, '6624')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/10/19', '5894955', '3439414613', 585.000000, 591.000000, 577.000000, 577.000000, -11.000000, '6208')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/10/20', '9114239', '5158345617', 566.000000, 570.000000, 558.000000, 570.000000, -7.000000, '7727')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/10/21', '5295651', '3028567765', 567.000000, 579.000000, 565.000000, 567.000000, -3.000000, '4976')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/10/24', '6109417', '3610058482', 587.000000, 596.000000, 585.000000, 588.000000, 21.000000, '7129')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/10/25', '6720783', '3853493127', 591.000000, 592.000000, 563.000000, 563.000000, -25.000000, '10531')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/10/26', '6569981', '3773328804', 569.000000, 582.000000, 565.000000, 579.000000, 16.000000, '6548')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/10/27', '6098740', '3582669309', 589.000000, 592.000000, 583.000000, 589.000000, 10.000000, '5980')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/10/28', '6162964', '3517928193', 582.000000, 585.000000, 564.000000, 565.000000, -24.000000, '10637')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/10/31', '17458521', '10338378870', 585.000000, 604.000000, 576.000000, 590.000000, 25.000000, '16012')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/11/01', '8454173', '5066185885', 592.000000, 604.000000, 590.000000, 599.000000, 9.000000, '8540')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/11/02', '6841497', '4109052853', 595.000000, 607.000000, 593.000000, 599.000000, 0.000000, '7254')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/11/03', '6419381', '3821968691', 587.000000, 602.000000, 587.000000, 600.000000, 1.000000, '6193')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/11/04', '4423954', '2623880755', 600.000000, 600.000000, 586.000000, 597.000000, -3.000000, '5275')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/11/07', '8262942', '5078432629', 608.000000, 623.000000, 601.000000, 620.000000, 23.000000, '11008')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/11/08', '7912180', '4935202620', 632.000000, 632.000000, 616.000000, 620.000000, 0.000000, '8359')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/11/09', '12934955', '8338402107', 628.000000, 656.000000, 626.000000, 650.000000, 30.000000, '17037')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/11/10', '7376979', '4821749086', 648.000000, 660.000000, 641.000000, 660.000000, 10.000000, '9603')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/11/11', '17001177', '11806758817', 698.000000, 700.000000, 680.000000, 700.000000, 40.000000, '22148')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/11/14', '9849795', '6905143390', 705.000000, 710.000000, 694.000000, 697.000000, -3.000000, '11187')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/11/15', '13979872', '10096572609', 704.000000, 735.000000, 700.000000, 722.000000, 25.000000, '18790')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/11/16', '10399350', '7582172184', 732.000000, 738.000000, 719.000000, 729.000000, 7.000000, '14354')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/11/17', '6928331', '5027403190', 740.000000, 740.000000, 716.000000, 725.000000, -4.000000, '9279')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/11/18', '5558511', '4040977105', 732.000000, 742.000000, 716.000000, 722.000000, -3.000000, '9509')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/11/21', '4436545', '3176325869', 716.000000, 722.000000, 709.000000, 720.000000, -2.000000, '6032')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/11/22', '6289730', '4468309323', 707.000000, 715.000000, 703.000000, 713.000000, -7.000000, '7509')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/11/23', '3202235', '2280951283', 722.000000, 722.000000, 705.000000, 705.000000, -8.000000, '4506')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/11/24', '7750672', '5637591387', 715.000000, 736.000000, 711.000000, 728.000000, 23.000000, '10547')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/11/25', '5847844', '4263799460', 729.000000, 736.000000, 723.000000, 727.000000, -1.000000, '6457')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/11/28', '5606289', '3978283881', 703.000000, 719.000000, 703.000000, 703.000000, -24.000000, '9685')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/11/29', '5160799', '3656689639', 695.000000, 718.000000, 695.000000, 713.000000, 10.000000, '6712')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/11/30', '9728516', '7115518294', 714.000000, 738.000000, 711.000000, 733.000000, 20.000000, '10675')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/12/01', '6932733', '5181123495', 750.000000, 756.000000, 738.000000, 741.000000, 8.000000, '9553')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/12/02', '4119211', '3047112302', 730.000000, 748.000000, 730.000000, 739.000000, -2.000000, '5244')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/12/05', '4535657', '3388070615', 739.000000, 755.000000, 739.000000, 739.000000, 0.000000, '6450')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/12/06', '5041043', '3674154553', 739.000000, 744.000000, 720.000000, 725.000000, -14.000000, '7955')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/12/07', '5325977', '3830890858', 717.000000, 728.000000, 713.000000, 716.000000, -9.000000, '6311')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/12/08', '4204451', '2987804378', 724.000000, 725.000000, 705.000000, 705.000000, -11.000000, '7685')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/12/09', '4613417', '3331419350', 714.000000, 729.000000, 711.000000, 729.000000, 24.000000, '5915')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/12/12', '5234621', '3724605627', 715.000000, 716.000000, 705.000000, 712.000000, -17.000000, '7310')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/12/13', '6051369', '4324084063', 717.000000, 722.000000, 708.000000, 709.000000, -3.000000, '5144')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/12/14', '4980611', '3578510558', 717.000000, 724.000000, 714.000000, 718.000000, 9.000000, '4611')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/12/15', '14093519', '9739391587', 703.000000, 706.000000, 681.000000, 681.000000, -37.000000, '28944')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/12/16', '13076649', '8595271153', 653.000000, 665.000000, 651.000000, 660.000000, -21.000000, '22055')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/12/19', '6975640', '4578728304', 650.000000, 662.000000, 650.000000, 656.000000, -4.000000, '7639')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/12/20', '6420511', '4179355420', 650.000000, 660.000000, 646.000000, 646.000000, -10.000000, '9498')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/12/21', '6274754', '4106021894', 649.000000, 661.000000, 646.000000, 654.000000, 8.000000, '5411')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/12/22', '4093339', '2714084932', 665.000000, 668.000000, 661.000000, 661.000000, 7.000000, '4587')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/12/23', '2430760', '1593195003', 651.000000, 661.000000, 648.000000, 660.000000, -1.000000, '4030')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/12/26', '1515532', '990014478', 661.000000, 661.000000, 651.000000, 651.000000, -9.000000, '3725')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/12/27', '1969029', '1296438262', 654.000000, 664.000000, 653.000000, 656.000000, 5.000000, '3432')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/12/28', '9053565', '5733731251', 649.000000, 649.000000, 621.000000, 638.000000, -18.000000, '18647')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/12/29', '3690707', '2318312241', 630.000000, 631.000000, 623.000000, 629.000000, -9.000000, '6059')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2022/12/30', '2648733', '1667920438', 635.000000, 640.000000, 625.000000, 625.000000, -4.000000, '3868')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2023/01/03', '4509288', '2862420546', 623.000000, 645.000000, 621.000000, 644.000000, 19.000000, '5310')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2023/01/04', '3081086', '1968829054', 639.000000, 644.000000, 635.000000, 636.000000, -8.000000, '4230')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2023/01/05', '5429497', '3435081194', 638.000000, 641.000000, 625.000000, 631.000000, -5.000000, '7914')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2023/01/06', '7951964', '5180362150', 634.000000, 660.000000, 634.000000, 660.000000, 29.000000, '9860')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2023/01/09', '7084736', '4751028441', 671.000000, 675.000000, 665.000000, 675.000000, 15.000000, '8817')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2023/01/10', '8836356', '6105714415', 684.000000, 696.000000, 681.000000, 694.000000, 19.000000, '12069')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2023/01/11', '7050840', '4954597477', 700.000000, 707.000000, 694.000000, 707.000000, 13.000000, '11082')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2023/01/12', '6557029', '4682287784', 710.000000, 720.000000, 708.000000, 715.000000, 8.000000, '10182')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2023/01/13', '7897961', '5560195350', 722.000000, 726.000000, 691.000000, 694.000000, -21.000000, '11086')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2023/01/16', '5310041', '3750923858', 707.000000, 712.000000, 701.000000, 704.000000, 10.000000, '7180')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2454', '2023/01/17', '4750714', '3313462885', 706.000000, 709.000000, 693.000000, 693.000000, -11.000000, '6120')
